game_id,game_name,price,genres,tags,specs,release_date
233350,Sudeki,5.99,"Action,Adventure,RPG","RPG,Action,Adventure,Action RPG,Fantasy,JRPG,Anime,Singleplayer,Third Person,Female Protagonist,Classic,FPS","Single-player,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud",3/25/2005
343930,Fort Defense,5.99,"Adventure,Casual,Indie,Strategy","Strategy,Casual,Tower Defense,Indie,Adventure","Single-player,Steam Achievements",5/22/2015
400660,Reverse Crawl,5.99,"Indie,RPG,Strategy","Strategy,RPG,Indie,Turn-Based,Turn-Based Tactics,Villain Protagonist","Single-player,Steam Achievements,Steam Leaderboards",9/24/2015
356500,STAR WARS™ Galactic Battlegrounds Saga,5.99,"Action,Strategy","Strategy,RTS,Star Wars,Action,Multiplayer,Sci-fi,Singleplayer,2D,Classic","Single-player,Local Multi-Player,Steam Cloud",11/9/2001
285050,Showtime!,5.99,"Casual,Indie,Simulation,Strategy","Simulation,Casual,Strategy,Indie,Management,Movie","Single-player,Steam Trading Cards,Includes level editor",9/1/2013
268200,Antisquad,5.99,"Action,Adventure,Strategy","Strategy,Turn-Based,Action,Turn-Based Strategy,Adventure,Tactical,Singleplayer,Indie,Turn-Based Tactics","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Steam Leaderboards",10/31/2014
310110,NS2: Combat,5.99,"Action,Indie,RPG","Indie,Action,FPS,RPG,MOBA,Multiplayer,Sci-fi,Aliens","Multi-player,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Includes level editor",10/31/2014
345200,Tasty Blue,5.99,"Action,Adventure,Casual,Indie","Casual,Action,Indie,Adventure,Singleplayer,Funny","Single-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",2/10/2015
269050,Year Walk,5.99,"Adventure,Indie","Horror,Indie,Adventure,Atmospheric,Puzzle,Point & Click,Story Rich,Surreal,Dark,Short,Singleplayer,Walking Simulator,Great Soundtrack,Mythology,Psychological Horror","Single-player,Steam Achievements",3/6/2014
449710,REDCON,5.99,"Indie,Strategy","Strategy,Indie,Tower Defense","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards",4/22/2016
259130,Wasteland 1 - The Original Classic,5.99,"Adventure,Indie,RPG,Strategy","RPG,Post-apocalyptic,Classic,Turn-Based,Adventure,Strategy,Retro,Sci-fi,Indie,2D,CRPG,Singleplayer,Action,Pixel Graphics,Great Soundtrack","Single-player,Steam Cloud",5/1/1988
453100,Frederic: Resurrection of Music Director's Cut,5.99,"Action,Casual,Indie","Indie,Casual,Action,Great Soundtrack,Comedy,Multiplayer,Music,Rhythm","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",4/21/2016
212700,Party of Sin,5.99,"Action,Adventure,Indie","Indie,Action,Adventure,Platformer,Local Co-Op,Puzzle,Co-op","Single-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",12/13/2012
305920,Another Perspective,5.99,"Adventure,Indie","Indie,Adventure,Platformer,Puzzle,2D,Puzzle-Platformer,GameMaker","Single-player,Steam Achievements,Partial Controller Support",8/8/2014
6010,Indiana Jones® and the Fate of Atlantis™,5.99,Adventure,"Adventure,Point & Click,Classic,Singleplayer,""1990s"",Pixel Graphics,Retro,Third Person","Single-player,Local Co-op,Steam Cloud",6/1/1992
6040,The Dig®,5.99,Adventure,"Adventure,Point & Click,Sci-fi,Classic,Space,Great Soundtrack,Pixel Graphics,Atmospheric,Story Rich,Singleplayer,""1990s"",Third Person,Aliens,Retro","Single-player,Steam Cloud",11/1/1995
280140,Millennium - A New Hope,5.99,"Adventure,Casual,Indie,RPG","RPG,Indie,RPGMaker,Female Protagonist,Adventure,Exploration,Casual,JRPG,Episodic,Story Rich,Great Soundtrack,Replay Value,Singleplayer,Anime,2D,Fantasy,Turn-Based","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",4/25/2014
467960,Home Behind,5.99,"Adventure,Casual,Indie,RPG,Simulation,Strategy","Adventure,RPG,Survival,Indie,Casual,Strategy,Simulation,Building,Singleplayer,Side Scroller,Rogue-like,2D,Turn-Based Tactics,Third Person,Difficult,Foreign,Politics,Replay Value,Atmospheric,Mouse only","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",6/2/2016
399780,Expand,5.99,"Adventure,Indie","Indie,Great Soundtrack,Adventure,Minimalist,Puzzle","Single-player,Full controller support,Captions available",9/30/2015
445110,Tasty Planet: Back for Seconds,5.99,"Action,Adventure,Casual,Indie","Casual,Action,Adventure,Indie","Single-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",3/29/2016
327440,Hail to the King: Deathbat,5.99,"Action,Adventure,Casual,Indie,RPG","Adventure,Action,RPG,Indie,Casual,Great Soundtrack","Single-player,Steam Trading Cards,Partial Controller Support",10/30/2014
296630,Kraven Manor,5.99,"Action,Adventure,Indie","Adventure,Horror,Indie,Action,Puzzle,First-Person,Short","Single-player,Steam Achievements,Captions available,Steam Cloud",9/26/2014
297350,The Old City: Leviathan,5.99,"Adventure,Indie","Adventure,Walking Simulator,Atmospheric,Exploration,Indie,First-Person,Story Rich,Surreal,Horror,Great Soundtrack","Single-player,Partial Controller Support",12/3/2014
429490,Resilience: Wave Survival,5.99,"Action,Adventure,Casual,Indie","Action,Indie,Casual,Adventure,Survival,Zombies,FPS,Multiplayer,Shooter,Aliens,Base Building,Driving,Singleplayer","Single-player,Steam Trading Cards,Partial Controller Support,Steam Cloud",12/23/2015
440750,Story of a Cube,5.99,"Action,Adventure,Indie","Indie,Action,Adventure,Twin Stick Shooter,Arcade,Pixel Graphics,Difficult,Great Soundtrack,Retro,Bullet Hell","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support",3/4/2016
248490,1953 - KGB Unleashed,5.99,Adventure,"Adventure,Point & Click,Horror,First-Person,Puzzle,Atmospheric,Singleplayer,Cold War","Single-player,Steam Cloud",9/20/2013
337970,Wildlife Park - Wild Creatures,5.99,"Casual,Indie,Simulation,Strategy","Strategy,Indie,Casual,Simulation,Building,Realistic,Economy,Family Friendly,Management,Open World,Sandbox","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",4/1/2015
259550,Hero of the Kingdom,5.99,"Adventure,Casual,Indie,RPG","Casual,Adventure,Indie,Point & Click,RPG,Singleplayer,Hidden Object,Fantasy,Short,Resource Management,Strategy,Isometric","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",12/20/2012
450120,Capitalism Plus,5.99,"Simulation,Strategy","Simulation,Strategy,Management,Capitalism,Economy","Single-player,Multi-player",10/31/1995
286810,Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,5.99,"Action,Racing","Post-apocalyptic,Action,Racing,Atmospheric,Open World,Classic,Adventure,RPG,Indie,Cult Classic,Multiplayer","Single-player,Multi-player,Steam Trading Cards",12/18/2006
385060,The Last Warlock,5.99,"Indie,RPG,Strategy","Strategy,RPG,Indie,Turn-Based,Voxel,Turn-Based Strategy,Fantasy,Strategy RPG","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Turn Notifications",8/24/2015
382570,Glass Wing,5.99,"Action,Adventure,Indie","Adventure,Action,Indie,Puzzle-Platformer,Female Protagonist,Horror,Psychological Horror,3D Platformer","Single-player,Full controller support",6/24/2015
248330,Dino Run DX,5.99,"Action,Indie,Racing","Indie,Racing,Action,Dinosaurs,Pixel Graphics,2D,Runner,Side Scroller,Multiplayer","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",9/29/2015
33620,Crash Time 3,5.99,"Action,Racing","Racing,Action,Open World,Simulation,Multiplayer","Single-player,Multi-player",11/25/2009
319400,Disney Winnie the Pooh,5.99,Adventure,"Family Friendly,Casual,Adventure,Cartoon,Great Soundtrack,Illuminati,Story Rich,Open World,Cold War","Single-player,Steam Cloud",4/21/2011
315070,Blob From Space,5.99,"Casual,Indie,Early Access","Early Access,Casual,Indie,Platformer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud",10/15/2014
254880,MoonBase Commander,5.99,Strategy,"Strategy,Turn-Based Strategy,Sci-fi,Classic","Single-player,Multi-player,Steam Trading Cards",8/13/2002
336610,Outcast 1.1,5.99,"Action,Adventure,RPG","Adventure,Action,Classic,Third Person,Open World,RPG,Voxel,Sci-fi,Singleplayer,Remake,Great Soundtrack","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats",12/18/2014
287840,TY the Tasmanian Tiger 4,5.99,"Action,Adventure,Indie","Adventure,Action,Indie,Platformer,2D,Singleplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",9/17/2015
279260,Richard & Alice,5.99,"Adventure,Indie","Adventure,Indie,Point & Click,Mystery,Noir,Crime,Story Rich,Post-apocalyptic,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",6/5/2014
416640,Diabolical,5.99,"Indie,RPG","Indie,RPG,Choose Your Own Adventure,Text-Based,Choices Matter,Villain Protagonist","Single-player,Steam Achievements,Captions available,Steam Cloud",11/6/2015
476490,Choice of the Pirate,5.99,"Adventure,Indie,RPG","Choose Your Own Adventure,RPG,Adventure,Indie,Text-Based,Choices Matter,Pirates,Interactive Fiction","Single-player,Steam Achievements,Captions available,Steam Cloud",5/20/2016
297290,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,5.99,"Adventure,Casual,Indie","Adventure,Indie,Point & Click,Casual,Pixel Graphics,Detective,Singleplayer,Retro,2D","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",7/17/2014
387870,Mold on Pizza ??,5.99,"Action,Casual,Indie,Strategy","Strategy,Indie,Action,Casual,Cute","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",9/25/2015
318330,Mecha Ace,5.99,"Indie,RPG","Indie,RPG,Mechs,Choose Your Own Adventure,Interactive Fiction,Text-Based,Female Protagonist","Single-player,Steam Achievements,Captions available,Steam Cloud",6/13/2014
459310,The Hero Project: Redemption Season,5.99,"Adventure,Indie,RPG","RPG,Adventure,Indie,Choose Your Own Adventure,Text-Based","Single-player,Steam Achievements,Captions available,Steam Cloud",4/8/2016
218660,iBomber Attack,5.99,"Action,Adventure,Indie","Action,Indie,Adventure,Twin Stick Shooter","Single-player,Partial Controller Support,Steam Cloud",11/1/2012
509240,Lethal Brutal Racing,5.99,"Action,Racing,Sports","Racing,Action,Sports","Single-player,Steam Trading Cards,Steam Leaderboards",8/5/2016
308040,Back to Bed,5.99,"Action,Casual,Indie","Indie,Puzzle,Casual,Surreal,Action,Isometric,Singleplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud",8/6/2014
303590,Hidden in Plain Sight,5.99,"Action,Casual","Casual,Local Multiplayer,Action,4 Player Local,Stealth,Indie,Local Co-Op","Local Multi-Player,Shared/Split Screen,Full controller support",7/16/2014
32340,LOOM™,5.99,Adventure,"Adventure,Point & Click,Classic,Fantasy,Puzzle,Music,Singleplayer,Pixel Graphics,Atmospheric,""1990s"",Short,Third Person,Retro","Single-player,Steam Cloud",1/1/1990
7010,Project: Snowblind,5.99,Action,"Action,FPS,Cyberpunk,Shooter","Single-player,Multi-player",2/22/2005
391250,Alien Robot Monsters,5.99,"Action,Indie,Strategy","Strategy,Action,Indie,Tower Defense","Single-player,Steam Achievements",9/9/2015
32410,Lucidity™,5.99,Casual,"Casual,Platformer,Puzzle,Indie,Female Protagonist","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards",10/7/2009
393920,Auto Dealership Tycoon,5.99,"Indie,Simulation","Simulation,Indie,Management","Single-player,Steam Achievements,Steam Trading Cards,Stats,Steam Leaderboards",10/23/2015
57700,Who's That Flying?!,5.99,"Action,Casual,Indie","Action,Indie,Casual,""Shoot Em Up""","Single-player,Steam Achievements,Full controller support,Partial Controller Support,Steam Cloud,Steam Leaderboards",1/31/2011
388320,1979 Revolution: Black Friday,5.99,"Adventure,Indie","Adventure,Indie,Political,Historical,Choices Matter,Story Rich,Singleplayer,Atmospheric,Multiple Endings,Exploration,Choose Your Own Adventure,Point & Click,Great Soundtrack,Action,Replay Value,Third Person,Short","Single-player,Steam Achievements,Steam Trading Cards,Captions available",4/4/2016
337670,Default Dan,5.99,"Action,Casual,Indie","Casual,Indie,Action,Platformer","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards",1/15/2015
314340,Chess 2: The Sequel,5.99,"Indie,Sports,Strategy","Chess,Strategy,Indie,Sports,Board Game","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud",8/19/2014
410970,Master of Orion 1,5.99,Strategy,"Strategy,Sci-fi,Space,Classic,4X,Turn-Based","Single-player,Multi-player",11/22/1996
410980,Master of Orion 2,5.99,Strategy,"Strategy,Space,4X,Sci-fi,Turn-Based,Classic,Turn-Based Strategy","Single-player,Multi-player",11/22/1996
444590,Shrouded in Sanity,5.99,"Action,Adventure,Indie,RPG","Action,Indie,Adventure,RPG,Pixel Graphics,Psychological Horror,Lovecraftian,Difficult","Single-player,Steam Achievements,Full controller support",5/27/2016
301990,School Bus Fun,5.99,Casual,"Casual,Action,Female Protagonist,Simulation,Psychological Horror","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",7/3/2014
6090,Armed and Dangerous®,5.99,Action,"Action,Third-Person Shooter,Comedy,Funny,Classic,Shooter","Single-player,Steam Cloud",12/2/2003
420970,RoBoRumble,5.99,"Indie,Strategy","Strategy,Indie","Single-player,Multi-player",2/24/1998
331760,Supreme League of Patriots,5.99,"Adventure,Indie","Adventure,Indie,Point & Click,Superhero,Comedy,Comic Book","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud",1/29/2015
336710,Supreme League of Patriots - Episode 2: Patriot Frames,5.99,"Adventure,Indie","Adventure,Indie,Point & Click,Superhero,Comedy,Comic Book","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud",1/29/2015
336730,Supreme League of Patriots - Episode 3: Ice Cold in Ellis,5.99,"Adventure,Indie","Adventure,Indie,Superhero,Point & Click,Comedy,Comic Book","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud",1/29/2015
325320,Mythos: The Beginning - Director's Cut,5.99,"Adventure,RPG","Adventure,RPG,Survival Horror,Lovecraftian,RPGMaker,Horror,Gothic,Female Protagonist","Single-player,Full controller support,Steam Trading Cards,Steam Cloud",10/24/2014
341160,Steam Heroes,5.99,"Action,Adventure,Casual,Indie","Action,Adventure,Indie,Casual,Puzzle,Match 3","Single-player,Steam Trading Cards,Partial Controller Support",4/1/2014
365210,Hollywood Visionary,5.99,"Indie,RPG","RPG,Indie,Choose Your Own Adventure,Text-Based","Single-player,Steam Achievements,Captions available,Steam Cloud",5/1/2015
21400,Project Aftermath,5.99,"Strategy,Action,Indie","RTS,Strategy","Single-player,Steam Achievements",10/3/2008
354280,ChaosTower,5.99,"Action,Casual,Indie,Simulation","Indie,Casual,Action,Simulation","Single-player,Steam Achievements,Steam Cloud",2/23/2016
338550,Terra Lander,5.99,"Casual,Indie","Casual,Indie,Arcade","Single-player,Partial Controller Support",2/6/2015
104900,ORION: Prelude,0.99,"Action,Adventure,Indie,RPG","Dinosaurs,Action,FPS,Multiplayer,Online Co-Op,Co-op,Shooter,Indie,Adventure,Open World,Sci-fi,First-Person,Team-Based,Third-Person Shooter,Singleplayer,Mechs,PvP,Strategy,Third Person,Rogue-like","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Stats,Steam Leaderboards,Includes level editor",4/16/2013
418040,hocus,0.99,"Casual,Indie","Casual,Indie,Puzzle,Minimalist","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Includes level editor",11/18/2015
359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,0.99,"Action,Indie,Simulation","Nudity,Story Rich,Indie,Pixel Graphics,Simulation,Memes,Action,Comedy,Mature,Funny,Realistic,Singleplayer,Casual,2D,Arcade,Sexual Content,Cult Classic,Puzzle","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",9/2/2015
347510,Rats - Time is running out!,0.99,"Action,Casual,Indie","Indie,Action,Casual,Arcade,Stealth","Single-player,Steam Achievements,Full controller support,Steam Trading Cards",8/19/2015
407840,Guardians of Orion,0.99,"Action,Indie,RPG","Action,Dinosaurs,Multiplayer,Indie,Co-op,Shooter,Top-Down Shooter,RPG,Survival,Sci-fi,Singleplayer,Third-Person Shooter,Space,FPS,First-Person,Open World,Atmospheric,Crafting,Gore,Psychological Horror","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,MMO,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Stats",12/1/2015
225200,Farming Simulator 2013 Modding Tutorials,0.99,"Casual,Simulation","Simulation,Casual","Single-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud",11/8/2012
347560,Terra Incognita ~ Chapter One: The Descendant,0.99,"Adventure,Indie,RPG,Early Access","Early Access,Indie,Adventure,RPG,RPGMaker,JRPG,Story Rich","Single-player,Steam Achievements,Full controller support,Steam Trading Cards",2/3/2015
369000,Pongo,0.99,"Action,Adventure,Casual,Indie,Strategy","Action,Casual,Indie,Adventure,Strategy,FPS","Single-player,Steam Achievements,Steam Trading Cards,Stats",5/14/2015
45400,Fortix,0.99,Indie,"Indie,Casual,Fantasy,Arcade,Singleplayer,Puzzle,Dragons,Strategy,2D","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",4/14/2010
313340,Mountain,0.99,"Casual,Indie,RPG,Simulation","Simulation,Indie,Casual,Relaxing,Singleplayer,Great Soundtrack,God Game,Experimental,Procedural Generation,Space,Illuminati,Realistic,VR,Funny,Third Person,First-Person,Difficult,Survival,Music,Memes","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",7/1/2014
434570,Blood and Bacon,0.99,"Action,Adventure,Casual","Gore,Horror,Action,Funny,Multiplayer,Shooter,FPS,Co-op,Online Co-Op,Casual,Memes,Blood,Adventure,First-Person,Indie,Singleplayer,Survival Horror,Illuminati,Psychological Horror,Dating Sim","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Stats,Steam Leaderboards",2/1/2016
400250,Heaven Island - VR MMO,0.99,"Adventure,Indie,Massively Multiplayer","Adventure,Walking Simulator,Indie,Massively Multiplayer,VR,Open World,Exploration,Relaxing,Casual,Horror","Single-player,Multi-player,MMO,Steam Achievements,Full controller support,Steam Trading Cards",12/1/2015
398710,Timberman,0.99,"Action,Casual,Indie","Casual,Action,Indie,Multiplayer,Pixel Graphics,Singleplayer,Arcade,2D,Local Multiplayer,Difficult","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",9/18/2015
343360,Particula,0.99,"Casual,Indie,Strategy","Strategy,Tower Defense,Casual,Indie,Co-op","Single-player,Co-op,Steam Trading Cards",2/2/2015
451880,Catch a Falling Star,0.99,"Casual,Indie","Casual,Indie,Relaxing","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support",3/30/2016
433950,Bit Blaster XL,0.99,"Action,Casual,Indie","Indie,Casual,Action,Arcade,Pixel Graphics,""Shoot Em Up"",Retro,Bullet Hell,Space,Great Soundtrack,2D,Singleplayer,Shooter,Score Attack,Survival,Difficult,Sci-fi,Family Friendly,Replay Value,Controller","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",1/22/2016
314250,Jet Gunner,0.99,"Action,Adventure,Indie","Action,Indie,Adventure,Platformer,Pixel Graphics,Retro,2D","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",8/4/2014
396890,Gridworld,0.99,"Indie,Simulation","Indie,Simulation,Pixel Graphics","Single-player,Steam Trading Cards,Includes level editor,Commentary available",12/29/2015
449540,There's Poop In My Soup,0.99,"Casual,Indie","Memes,Funny,Casual,Indie,Comedy,Violent,Singleplayer,Great Soundtrack,Action,Gore,Cute,Walking Simulator,Anime","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards",3/14/2016
357900,Make it indie!,0.99,"Adventure,Indie,Simulation","Indie,Simulation,Adventure,Interactive Fiction","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",4/1/2015
382070,Neoncube,0.99,"Adventure,Indie","Adventure,Indie,Level Editor,Colorful,Abstract,2D,Puzzle-Platformer,Online Co-Op","Single-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor",10/2/2015
434260,My Name is Mayo,0.99,"Casual,Simulation","Memes,Casual,Clicker,Funny,Comedy,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",2/15/2016
364690,SUPER DISTRO,0.99,"Action,Adventure,Indie","Indie,Action,Adventure,Platformer,Difficult,2D","Single-player,Steam Achievements,Full controller support,Steam Trading Cards",7/22/2015
391070,Stellar 2D,0.99,"Action,Casual,Indie","Indie,Casual,Action,2D,""Shoot Em Up"",Space","Single-player,Steam Trading Cards,Partial Controller Support",7/30/2015
348670,Immune - True Survival,0.99,"Action,Adventure,Indie,Massively Multiplayer,RPG","Survival,Adventure,Massively Multiplayer,Zombies,Open World,Action,RPG,Indie,Top-Down,Co-op,Crafting,Isometric,Survival Horror,Multiplayer,Free to Play","Multi-player,MMO,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support",3/25/2015
468490,Neon Space,0.99,"Action,Adventure,Casual,Indie,Strategy","Indie,Casual,Action,Strategy,Adventure,Great Soundtrack","Single-player,Steam Achievements,Full controller support,Steam Trading Cards",5/12/2016
400240,The Deer,0.99,"Adventure,Indie","Indie,Adventure,Education,Family Friendly,Short,Casual,Singleplayer","Single-player,Full controller support,Steam Trading Cards",12/2/2015
515910,Hooligan Vasja,0.99,"Action,Casual,Indie","Indie,Casual,Action,""Shoot Em Up"",Horror,Side Scroller,Top-Down","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",8/19/2016
521340,True or False,0.99,"Casual,Indie","Casual,Cute,Memes,Singleplayer,Indie,Free to Play,Choices Matter,Family Friendly","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support",9/16/2016
477290,Magma Tsunami,0.99,Indie,"Indie,Platformer","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Trading Cards,Partial Controller Support",6/1/2016
498330,Cats are Liquid,0.99,"Adventure,Indie","Indie,Adventure,Platformer,2D,Cute","Single-player,Steam Achievements,Full controller support,Steam Cloud",12/7/2015
487220,Freebie,0.99,"Casual,Indie","Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",6/16/2016
461010,Roll'd,0.99,"Action,Casual,Indie,Racing","Action,Casual,Indie,Racing","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",4/14/2016
363490,Escape Machines,0.99,"Action,Adventure,Indie,RPG,Strategy,Early Access","Early Access,Action,Indie,Strategy,Adventure,RPG,Sci-fi,Robots","Single-player,Includes level editor",4/14/2015
489220,Unforgiving Trials: The Darkest Crusade,0.99,"Adventure,Indie,RPG","Adventure,Indie,RPG,RPGMaker","Single-player,Steam Trading Cards,Partial Controller Support",6/15/2016
311170,Moonlight Minions,0.99,"Casual,Indie","Indie,Casual,Tower Defense","Single-player,Steam Achievements",10/22/2014
401190,Dinosaur Hunt,0.99,"Action,Adventure,Indie,Simulation","Dinosaurs,Action,Indie,Multiplayer,Adventure,Shooter,Simulation,Open World,FPS,Horror,Hunting,First-Person,Zombies,Memes,Survival,Gore","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards",9/17/2015
357770,The District,0.99,"Action,Adventure,Indie,Early Access","Early Access,Indie,Survival,Adventure,Action,Open World,Walking Simulator,FPS","Single-player,Steam Trading Cards,Partial Controller Support",12/10/2017
263080,Pixel Boy and the Ever Expanding Dungeon,0.99,"Action,Indie,RPG","Action,RPG,Indie,Rogue-like,Dungeon Crawler,Rogue-lite,Shooter,Top-Down,Action RPG,""Shoot Em Up"",Procedural Generation,Pixel Graphics","Single-player,Steam Achievements,Full controller support,Steam Trading Cards",5/30/2014
351470,Sometimes: Success Requires Sacrifice,0.99,"Action,Adventure,Casual,Indie,Strategy","Casual,Indie,Action,Adventure,Strategy","Single-player,Steam Trading Cards,Partial Controller Support",2/27/2015
453710,TableTop Soccer,0.99,"Casual,Indie,Simulation,Sports,Strategy","Strategy,Simulation,Sports,Indie,Casual,Turn-Based,Soccer,Turn-Based Tactics,Football,Turn-Based Strategy","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Stats,Steam Leaderboards,Steam Turn Notifications",4/22/2016
477310,Space Hole,0.99,Indie,Indie,"Single-player,Full controller support",9/2/2016
431840,3DRPG,0.99,"Adventure,Indie,RPG","RPG,Adventure,Indie,Voxel","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",1/12/2016
448610,Draw Rider,0.99,"Action,Indie,Racing","Action,Indie,Racing,2D,Side Scroller,Gore,Level Editor,Difficult","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Trading Cards,Includes level editor",3/29/2016
204960,Magical Drop V,0.99,"Indie,Casual","Puzzle,Indie,Casual,Anime,Arcade,Competitive,Multiplayer,Singleplayer,Local Co-Op,Co-op","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",11/15/2012
439910,Risky Rescue,0.99,"Action,Casual,Indie","Casual,Indie,Action,Multiplayer","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",2/19/2016
387930,The Tape,0.99,Indie,"Indie,Horror,First-Person,Psychological Horror","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support",11/19/2015
381870,Koala Kids,0.99,Indie,"Indie,Retro,Puzzle-Platformer,Level Editor,Local Co-Op,Platformer,Pixel Graphics,Puzzle","Single-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Includes level editor",6/22/2015
438180,Super Mustache,0.99,"Action,Adventure,Casual,Indie","Indie,Adventure,Action,Casual,Platformer,Puzzle-Platformer,Pixel Graphics,Retro","Single-player,Steam Trading Cards,Partial Controller Support",1/27/2016
463220,Dungeon of Zolthan,0.99,"Action,Adventure,Indie","Indie,Action,Adventure,Platformer,Metroidvania,2D,Minimalist,Retro,Singleplayer,Pixel Graphics,Replay Value,Exploration,Silent Protagonist,Controller,Action-Adventure","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support",5/11/2016
438010,PulseCharge,0.99,"Action,Adventure,Indie","Indie,Adventure,Action,Platformer","Single-player,Steam Trading Cards,Partial Controller Support",1/27/2016
